task_id,true_label,contrast,base_condition,compare_condition,js_bits,base_dist,compare_dist
gsm8k_0020,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0021,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0022,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0023,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0024,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0025,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0026,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0027,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.7169171866886992,"[1.0, 0.0, 0.0]","[0.125, 0.875, 0.0]"
gsm8k_0028,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0029,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0030,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0031,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0032,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0033,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0034,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0035,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0036,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0037,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0038,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0039,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0040,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0041,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0042,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0043,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0044,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0045,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0046,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0047,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0048,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0049,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.7169171866886992,"[1.0, 0.0, 0.0]","[0.125, 0.875, 0.0]"
gsm8k_0050,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0051,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0052,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0053,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0054,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0055,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0056,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0057,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0058,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0059,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0060,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0061,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0062,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0063,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0064,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0065,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0066,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0067,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0068,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0069,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.21899525866266342,"[1.0, 0.0, 0.0]","[0.625, 0.375, 0.0]"
gsm8k_0070,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0071,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0072,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0073,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0074,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0075,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0076,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0077,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0078,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0079,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0080,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0081,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0082,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0083,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0084,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0085,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0086,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0087,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0088,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0089,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0090,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0091,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0092,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0093,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0094,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0095,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0096,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0097,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0098,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0099,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0100,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0101,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0102,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0103,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0104,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0105,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0106,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0107,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0108,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0109,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0110,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0111,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0112,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0113,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0114,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0115,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0116,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0117,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0118,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0119,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0120,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0121,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0122,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0123,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0124,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0125,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0126,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0127,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0128,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0129,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0130,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0131,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0132,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0133,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0134,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0135,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0136,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0137,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0138,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0139,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0140,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0141,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0142,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0143,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.7169171866886992,"[1.0, 0.0, 0.0]","[0.125, 0.875, 0.0]"
gsm8k_0144,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0145,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0146,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.06550784501721568,"[1.0, 0.0, 0.0]","[0.875, 0.125, 0.0]"
gsm8k_0147,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0148,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0149,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0150,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0151,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0152,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0153,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0154,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0155,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0156,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0157,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0158,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.18872187554086717,"[0.75, 0.25, 0.0]","[0.25, 0.75, 0.0]"
gsm8k_0159,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0160,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0161,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0162,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.31127812445913283,"[0.5, 0.5, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0163,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0164,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0165,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0166,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0167,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0168,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.1379253809700299,"[1.0, 0.0, 0.0]","[0.75, 0.25, 0.0]"
gsm8k_0169,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0170,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0171,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0172,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0173,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0174,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0175,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0176,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0177,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0178,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0179,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0180,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0181,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0182,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0183,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0184,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0185,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0186,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0187,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0188,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0189,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0190,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0191,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0192,calculator,counterfactual_evidence,wild,counterfactual_evidence,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
gsm8k_0193,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0194,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0195,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0196,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0197,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0198,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
gsm8k_0199,calculator,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
hotpotqa_0000,search,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
hotpotqa_0001,search,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
hotpotqa_0002,search,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
hotpotqa_0003,search,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
hotpotqa_0004,search,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
hotpotqa_0005,search,counterfactual_evidence,wild,counterfactual_evidence,1.0,"[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
hotpotqa_0006,search,counterfactual_evidence,wild,counterfactual_evidence,0.5487949406953986,"[0.25, 0.75, 0.0]","[1.0, 0.0, 0.0]"
